# t, x1, x2
2.349999999999999867e-01 -9.045879354290568131e+01 -8.977060322854714514e+01
2.399999999999999911e-01 -8.999999999999997158e+01 -8.969413763806285544e+01
2.449999999999999956e-01 -9.007646559048427548e+01 -8.954120645709429027e+01
2.500000000000000000e-01 -9.015293118096855096e+01 -8.954120645709429027e+01
2.550000000000000044e-01 -8.999999999999997158e+01 -8.969413763806285544e+01
2.600000000000000089e-01 -9.022939677145282644e+01 -8.969413763806285544e+01
2.650000000000000133e-01 -9.015293118096855096e+01 -8.954120645709429027e+01
2.700000000000000178e-01 -9.015293118096855096e+01 -8.969413763806285544e+01
2.750000000000000222e-01 -8.992353440951571031e+01 -8.992353440951571031e+01
2.800000000000000266e-01 -9.022939677145282644e+01 -8.961767204757857996e+01
2.849999999999999756e-01 -9.015293118096855096e+01 -8.954120645709429027e+01
2.899999999999999800e-01 -9.015293118096855096e+01 -8.969413763806285544e+01
2.949999999999999845e-01 -9.045879354290568131e+01 -8.969413763806285544e+01
2.999999999999999889e-01 -8.992353440951571031e+01 -8.954120645709429027e+01
3.049999999999999933e-01 -9.015293118096855096e+01 -8.977060322854714514e+01
3.099999999999999978e-01 -9.045879354290568131e+01 -8.984706881903142062e+01
3.150000000000000022e-01 -9.022939677145282644e+01 -8.923534409515715993e+01
3.200000000000000067e-01 -9.045879354290568131e+01 -8.977060322854714514e+01
3.250000000000000111e-01 -9.045879354290568131e+01 -8.961767204757857996e+01
3.300000000000000155e-01 -9.038232795242140583e+01 -8.984706881903142062e+01
3.350000000000000200e-01 -9.015293118096855096e+01 -8.954120645709429027e+01
3.400000000000000244e-01 -9.107051826677992779e+01 -8.954120645709429027e+01
3.449999999999999734e-01 -8.992353440951571031e+01 -8.954120645709429027e+01
3.499999999999999778e-01 -8.984706881903142062e+01 -8.938827527612572510e+01
3.549999999999999822e-01 -8.969413763806285544e+01 -8.915887850467289866e+01
3.599999999999999867e-01 -8.954120645709429027e+01 -8.877655055225149283e+01
3.649999999999999911e-01 -8.908241291418862318e+01 -8.885301614273576831e+01
3.699999999999999956e-01 -8.877655055225149283e+01 -8.824129141886149341e+01
3.750000000000000000e-01 -8.816482582837721793e+01 -8.762956669498724693e+01
3.800000000000000044e-01 -8.801189464740863855e+01 -8.701784197111298624e+01
3.850000000000000089e-01 -8.732370433305011659e+01 -8.701784197111298624e+01
3.900000000000000133e-01 -8.724723874256584111e+01 -8.732370433305011659e+01
3.950000000000000178e-01 -8.625318606627017459e+01 -8.610025488530159521e+01
4.000000000000000222e-01 -8.502973661852165321e+01 -8.472387425658452287e+01
4.050000000000000266e-01 -8.480033984706881256e+01 -8.388275276125743574e+01
4.099999999999999756e-01 -8.434154630416310283e+01 -8.380628717077313183e+01
4.149999999999999800e-01 -8.411214953271026218e+01 -8.372982158028887056e+01
4.199999999999999845e-01 -8.357689039932030539e+01 -8.311809685641460987e+01
4.249999999999999889e-01 -8.288870008496175501e+01 -8.204757858963465367e+01
4.299999999999999933e-01 -8.204757858963465367e+01 -8.143585386576039298e+01
4.349999999999999978e-01 -8.097706032285469746e+01 -8.051826677994901615e+01
4.400000000000000022e-01 -7.990654205607475546e+01 -7.952421410365336385e+01
4.450000000000000067e-01 -7.921835174171623351e+01 -7.883602378929481347e+01
4.500000000000000111e-01 -7.799490229396771213e+01 -7.776550552251485726e+01
4.550000000000000155e-01 -7.707731520815632109e+01 -7.684791843670346623e+01
4.600000000000000200e-01 -7.615972812234493006e+01 -7.562446898895495906e+01
4.650000000000000244e-01 -7.371282922684790151e+01 -7.493627867459642289e+01
4.699999999999999734e-01 -7.394222599830075637e+01 -7.371282922684790151e+01
4.749999999999999778e-01 -7.363636363636362603e+01 -7.310110450297365503e+01
4.799999999999999822e-01 -7.279524214103652469e+01 -7.210705182667798852e+01
4.849999999999999867e-01 -7.080713678844519166e+01 -7.057774001699235100e+01
4.899999999999999911e-01 -7.050127442650806131e+01 -6.988954970263380062e+01
4.949999999999999956e-01 -6.904842820730669928e+01 -6.767204757858962694e+01
5.000000000000000000e-01 -6.706032285471536625e+01 -6.667799490229396042e+01
5.050000000000000044e-01 -6.606627017841969973e+01 -6.537807986406116356e+01
5.100000000000000089e-01 -6.400169923534407701e+01 -6.400169923534407701e+01
5.150000000000000133e-01 -6.316057774001698277e+01 -6.285471537807985243e+01
5.200000000000000178e-01 -6.209005947323704078e+01 -6.170773152081562785e+01
5.250000000000000222e-01 -5.987255734919285999e+01 -5.979609175870857740e+01
5.300000000000000266e-01 -5.849617672047578054e+01 -5.780798640611723727e+01
5.350000000000000311e-01 -5.750212404418010692e+01 -5.719626168224298368e+01
5.400000000000000355e-01 -5.490229396771452031e+01 -5.421410365335597703e+01
5.450000000000000400e-01 -5.375531011045028862e+01 -5.329651656754458600e+01
5.500000000000000444e-01 -5.214953271028036852e+01 -5.230246389124893369e+01
5.550000000000000488e-01 -5.054375531011044131e+01 -5.000849617672047032e+01
5.600000000000000533e-01 -4.924384027187764445e+01 -4.893797790994052122e+01
5.649999999999999467e-01 -4.763806287170772436e+01 -4.748513169073915208e+01
5.699999999999999512e-01 -4.725573491928631142e+01 -4.580288870008494939e+01
5.749999999999999556e-01 -4.473237043330500029e+01 -4.457943925233643512e+01
5.799999999999999600e-01 -3.999150382327951547e+01 -3.968564146134239223e+01
5.849999999999999645e-01 -4.060322854715376906e+01 -4.060322854715376906e+01
5.899999999999999689e-01 -3.907391673746812444e+01 -3.991503823279523289e+01
5.949999999999999734e-01 -3.777400169923534179e+01 -3.746813933729821855e+01
5.999999999999999778e-01 -3.616822429906540748e+01 -3.609175870858113200e+01
6.049999999999999822e-01 -3.410365335598979897e+01 -3.356839422259981376e+01
6.099999999999999867e-01 -3.211554800339846594e+01 -3.173322005097704235e+01
6.149999999999999911e-01 -3.081563296516565842e+01 -2.997451146983856773e+01
6.199999999999999956e-01 -2.859813084112148474e+01 -2.844519966015292312e+01
6.250000000000000000e-01 -2.615123194562445619e+01 -2.576890399320305747e+01
6.300000000000000044e-01 -2.133389974511469234e+01 -2.125743415463039909e+01
6.350000000000000089e-01 -2.095157179269327230e+01 -2.072217502124043520e+01
6.400000000000000133e-01 -2.003398470688188482e+01 -1.965165675446048610e+01
6.450000000000000178e-01 -1.827527612574340665e+01 -1.774001699235343921e+01
6.500000000000000222e-01 -1.903993203058622541e+01 -1.873406966864909862e+01
6.550000000000000266e-01 -1.475785896346642900e+01 -1.414613423959217009e+01
6.600000000000000311e-01 -1.208156329651655980e+01 -1.169923534409514154e+01
6.650000000000000355e-01 -1.001699235344095129e+01 -9.405267629566694154e+00
6.700000000000000400e-01 -8.411214953271016981e+00 -8.105352591333890189e+00
6.750000000000000444e-01 -6.652506372132537038e+00 -5.505522514868297357e+00
6.800000000000000488e-01 -4.664401019541202231e+00 -3.135089209855559389e+00
6.850000000000000533e-01 -2.446898895497011228e+00 -2.523364485981302252e+00
6.899999999999999467e-01 -6.117247238742571369e-01 -2.293967714528379331e-01
6.949999999999999512e-01 2.064570943075626275e+00 2.523364485981319127e+00
6.999999999999999556e-01 4.129141886151235674e+00 6.652506372132554802e+00
7.049999999999999600e-01 6.117247238742571369e+00 6.652506372132554802e+00
7.099999999999999645e-01 7.646559048428213323e+00 8.258283772302471348e+00
7.149999999999999689e-01 1.009345794392524098e+01 1.047578589634664503e+01
7.199999999999999734e-01 1.093457943925233700e+01 1.131690739167375526e+01
7.249999999999999778e-01 1.307561597281223698e+01 1.330501274426509184e+01
7.299999999999999822e-01 1.636363636363637752e+01 1.674596431605777980e+01
7.349999999999999867e-01 1.774001699235345342e+01 1.758708581138489180e+01
7.399999999999999911e-01 2.003398470688190258e+01 2.049277824978759455e+01
7.449999999999999956e-01 2.186915887850467399e+01 2.217502124044180078e+01
7.500000000000000000e-01 2.401019541206457575e+01 2.454545454545455740e+01
7.550000000000000044e-01 2.538657604078165164e+01 2.576890399320307168e+01
7.600000000000000089e-01 2.638062871707732882e+01 2.775700934579440471e+01
7.650000000000000133e-01 2.936278674596432126e+01 3.005097706032285743e+01
7.700000000000000178e-01 3.135089209855565784e+01 3.165675446049278818e+01
7.750000000000000222e-01 3.303313508920987118e+01 3.341546304163126990e+01
7.800000000000000266e-01 3.486830926083263194e+01 3.494477485131691452e+01
7.850000000000000311e-01 3.662701784197111721e+01 3.685641461342397207e+01
7.900000000000000355e-01 3.869158878504674703e+01 3.937977909940527610e+01
7.950000000000000400e-01 3.991503823279525420e+01 4.075615972812233423e+01
8.000000000000000444e-01 4.190314358538658013e+01 4.228547153780797885e+01
8.050000000000000488e-01 4.412064570943074671e+01 4.435004248088360157e+01
8.100000000000000533e-01 4.572642310960070233e+01 4.610875106202210105e+01
8.149999999999999467e-01 4.794392523364487602e+01 4.817332200509769535e+01
8.199999999999999512e-01 4.855564995751912960e+01 4.932030586236194125e+01
8.249999999999999556e-01 5.054375531011044842e+01 5.077315208156330328e+01
8.299999999999999600e-01 5.237892948173322338e+01 5.268479184367035373e+01
8.349999999999999645e-01 5.322005097706033183e+01 5.352591333899746218e+01
8.399999999999999689e-01 5.482582837723024483e+01 5.589634664401022235e+01
8.449999999999999734e-01 5.711979609175870110e+01 5.742565845369582433e+01
8.499999999999999778e-01 5.796091758708580954e+01 5.826677994902293278e+01
8.549999999999999822e-01 5.956669498725572254e+01 6.002548853016143227e+01
8.599999999999999867e-01 6.094307561597282330e+01 6.124893797790995364e+01
8.649999999999999911e-01 6.224299065420560595e+01 6.262531860662701177e+01
8.699999999999999956e-01 6.254885301614273629e+01 6.331350892098557637e+01
8.750000000000000000e-01 6.499575191163977195e+01 6.568394222599829391e+01
8.800000000000000044e-01 6.614273576890400363e+01 6.652506372132540946e+01
8.850000000000000089e-01 6.736618521665252501e+01 6.736618521665252501e+01
8.900000000000000133e-01 6.836023789294817732e+01 6.920135938827529287e+01
8.950000000000000178e-01 6.927782497875955414e+01 6.920135938827529287e+01
9.000000000000000222e-01 7.004248088360238000e+01 7.027187765505523487e+01
9.050000000000000266e-01 7.203058623619372725e+01 7.225998300764658211e+01
9.100000000000000311e-01 7.287170773152082859e+01 7.264231096006797372e+01
9.150000000000000355e-01 7.417162276975361124e+01 7.424808836023790093e+01
9.200000000000000400e-01 7.493627867459643710e+01 7.516567544604929196e+01
9.250000000000000444e-01 7.600679694137639331e+01 7.669498725573492948e+01
9.300000000000000488e-01 7.753610875106203082e+01 7.745964316057772692e+01
9.350000000000000533e-01 7.830076465590484247e+01 7.853016142735769733e+01
9.399999999999999467e-01 7.868309260832623409e+01 7.883602378929481347e+01
9.449999999999999512e-01 7.960067969413763933e+01 7.960067969413763933e+01
9.499999999999999556e-01 8.013593882752761033e+01 8.036533559898046519e+01
9.549999999999999600e-01 8.082412914188614650e+01 8.090059473237045040e+01
9.599999999999999645e-01 8.105352591333900136e+01 8.181818181818184144e+01
9.649999999999999689e-01 8.250637213254036340e+01 8.227697536108750853e+01
9.699999999999999734e-01 8.220050977060323305e+01 8.250637213254036340e+01
9.749999999999999778e-01 8.258283772302463888e+01 8.288870008496176922e+01
9.799999999999999822e-01 8.258283772302463888e+01 8.311809685641462409e+01
9.849999999999999867e-01 8.250637213254036340e+01 8.334749362786747895e+01
9.899999999999999911e-01 8.059473237043332006e+01 8.372982158028887056e+01
9.949999999999999956e-01 8.380628717077316026e+01 8.449447748513169643e+01
1.000000000000000000e+00 8.457094307561600033e+01 8.411214953271029060e+01
1.004999999999999893e+00 8.502973661852166742e+01 8.518266779949026102e+01
1.010000000000000009e+00 8.541206457094307325e+01 8.571792693288020359e+01
1.014999999999999902e+00 8.541206457094307325e+01 8.594732370433305846e+01
1.020000000000000018e+00 8.556499575191165263e+01 8.587085811384878298e+01
1.024999999999999911e+00 8.556499575191165263e+01 8.617672047578591332e+01
1.030000000000000027e+00 8.411214953271029060e+01 8.602378929481733394e+01
1.034999999999999920e+00 8.571792693288020359e+01 8.579439252336447908e+01
1.040000000000000036e+00 8.571792693288020359e+01 8.594732370433305846e+01
1.044999999999999929e+00 8.571792693288020359e+01 8.594732370433305846e+01
1.050000000000000044e+00 8.571792693288020359e+01 8.602378929481733394e+01
1.054999999999999938e+00 8.579439252336447908e+01 8.602378929481733394e+01
1.060000000000000053e+00 8.571792693288020359e+01 8.587085811384878298e+01
1.064999999999999947e+00 8.556499575191165263e+01 8.602378929481733394e+01
1.070000000000000062e+00 8.571792693288020359e+01 8.571792693288020359e+01
1.074999999999999956e+00 8.571792693288020359e+01 8.587085811384878298e+01
1.080000000000000071e+00 8.533559898045879777e+01 8.587085811384878298e+01
1.084999999999999964e+00 8.380628717077316026e+01 8.571792693288020359e+01
1.090000000000000080e+00 8.548853016142734873e+01 8.571792693288020359e+01
1.094999999999999973e+00 8.502973661852166742e+01 8.663551401869158042e+01
1.100000000000000089e+00 8.464740866610027581e+01 8.472387425658455129e+01
1.104999999999999982e+00 8.434154630416314546e+01 8.441801189464742095e+01
1.110000000000000098e+00 8.327102803738316084e+01 8.350042480883601570e+01
1.114999999999999991e+00 8.319456244689889957e+01 8.319456244689889957e+01
1.120000000000000107e+00 8.250637213254036340e+01 8.296516567544604470e+01
1.125000000000000000e+00 8.250637213254036340e+01 8.281223449447749374e+01
1.129999999999999893e+00 8.189464740866610271e+01 8.220050977060323305e+01
1.135000000000000009e+00 8.090059473237045040e+01 8.135938827527613171e+01
1.139999999999999902e+00 8.059473237043332006e+01 8.090059473237045040e+01
1.145000000000000018e+00 7.967714528462194323e+01 8.051826677994901615e+01
1.149999999999999911e+00 7.937128292268479868e+01 7.952421410365336385e+01
1.155000000000000027e+00 7.868309260832623409e+01 7.883602378929481347e+01
1.159999999999999920e+00 7.814783347493629151e+01 7.837723024638910374e+01
1.165000000000000036e+00 7.707731520815632109e+01 7.723024638912491469e+01
1.169999999999999929e+00 7.615972812234494427e+01 7.677145284621920496e+01
1.175000000000000044e+00 7.485981308411216162e+01 7.539507221750214683e+01
1.179999999999999938e+00 7.279524214103652469e+01 7.294817332200510407e+01
1.185000000000000053e+00 7.195412064570945176e+01 7.180118946474087238e+01
1.189999999999999947e+00 7.111299915038233621e+01 7.195412064570945176e+01
1.195000000000000062e+00 7.011894647408668391e+01 7.034834324553949614e+01
1.199999999999999956e+00 6.920135938827529287e+01 6.935429056924382962e+01
1.205000000000000071e+00 6.851316907391672828e+01 6.889549702633816253e+01
1.209999999999999964e+00 6.721325403568394563e+01 6.728971962616820690e+01
1.215000000000000080e+00 6.644859813084113398e+01 6.644859813084113398e+01
1.219999999999999973e+00 6.514868309260835133e+01 6.507221750212404743e+01
1.225000000000000089e+00 6.377230246389125057e+01 6.346644010195412022e+01
1.229999999999999982e+00 6.163126593033135237e+01 6.209005947323706209e+01
1.235000000000000098e+00 5.941376380628717158e+01 6.147833474936280851e+01
1.239999999999999991e+00 5.903143585386577286e+01 5.941376380628717158e+01
1.245000000000000107e+00 5.819031435853866441e+01 5.826677994902293278e+01
1.250000000000000000e+00 5.620220900594735269e+01 5.650807136788447593e+01
1.254999999999999893e+00 5.367884451996600603e+01 5.467289719626170097e+01
1.260000000000000009e+00 5.268479184367035373e+01 5.329651656754460731e+01
1.264999999999999902e+00 5.084961767204757876e+01 5.138487680543756397e+01
1.270000000000000018e+00 4.970263381478333997e+01 4.985556499575191935e+01
1.274999999999999911e+00 4.802039082412915150e+01 4.886151231945625995e+01
1.280000000000000027e+00 4.649107901444350688e+01 4.679694137638063722e+01
1.284999999999999920e+00 4.419711129991505771e+01 4.473237043330500740e+01
1.290000000000000036e+00 4.251486830926083371e+01 4.312659303313509440e+01
1.294999999999999929e+00 4.121495327102804396e+01 4.136788445199659492e+01
1.300000000000000044e+00 4.075615972812233423e+01 4.060322854715379037e+01
1.304999999999999938e+00 3.777400169923536311e+01 3.777400169923536311e+01
1.310000000000000053e+00 3.586236193712829845e+01 3.593882752761258814e+01
1.314999999999999947e+00 3.433305012744265383e+01 3.593882752761258814e+01
1.320000000000000062e+00 3.242141036533560339e+01 3.242141036533560339e+01
1.324999999999999956e+00 3.104502973661853105e+01 3.119796091758709622e+01
1.330000000000000071e+00 2.898045879354290477e+01 2.943925233644859674e+01
1.334999999999999964e+00 2.699235344095158595e+01 2.729821580288871274e+01
1.340000000000000080e+00 2.546304163126594489e+01 2.569243840271878199e+01
1.344999999999999973e+00 2.355140186915888378e+01 2.431605777400170254e+01
1.350000000000000089e+00 2.102803738317757976e+01 2.156329651656754720e+01
1.354999999999999982e+00 1.995751911639762710e+01 2.026338147833475745e+01
1.360000000000000098e+00 1.712829226847919983e+01 1.804587935429058376e+01
1.364999999999999991e+00 1.628717077315208783e+01 1.659303313508921462e+01
1.370000000000000107e+00 1.307561597281223698e+01 1.345794392523365701e+01
1.375000000000000000e+00 1.124044180118946556e+01 1.154630416312659413e+01
1.379999999999999893e+00 1.001699235344095129e+01 1.070518266779949990e+01
1.385000000000000009e+00 7.952421410365342780e+00 8.487680543755326212e+00
1.389999999999999902e+00 6.346644010195426233e+00 6.423109600679699938e+00
1.395000000000000018e+00 4.052676295666961082e+00 4.129141886151235674e+00
1.399999999999999911e+00 2.829226847918447696e+00 3.288020390824140549e+00
1.405000000000000027e+00 3.823279524214192038e-01 1.146983857264240569e+00
1.409999999999999920e+00 -2.293967714528446944e+00 -2.217502124044173684e+00
1.415000000000000036e+00 -3.976210705182653626e+00 -3.288020390824123229e+00
1.419999999999999929e+00 -5.505522514868297357e+00 -5.046728971962604504e+00
1.425000000000000044e+00 -7.264231096006794175e+00 -7.111299915038230779e+00
1.429999999999999938e+00 -9.711129991503822723e+00 -9.558198810535259327e+00
1.435000000000000053e+00 -1.192863211554799641e+01 -1.146983857264230444e+01
1.439999999999999947e+00 -1.361087510620220442e+01 -1.307561597281221921e+01
1.445000000000000062e+00 -1.942225998300764545e+01 -1.835174171622769634e+01
1.449999999999999956e+00 -1.529311809685641066e+01 -1.468139337298215175e+01
1.455000000000000071e+00 -1.965165675446048610e+01 -1.911639762107051865e+01
1.459999999999999964e+00 -2.163976210705181913e+01 -2.095157179269327230e+01
1.465000000000000080e+00 -2.385726423109599281e+01 -2.316907391673746375e+01
1.469999999999999973e+00 -2.569243840271876422e+01 -2.508071367884450709e+01
1.475000000000000089e+00 -2.729821580288869498e+01 -2.683942225998300302e+01
1.479999999999999982e+00 -2.920985556499574187e+01 -2.890399320305861153e+01
1.485000000000000098e+00 -3.211554800339846594e+01 -3.035683942225996645e+01
1.489999999999999991e+00 -3.242141036533559628e+01 -3.203908241291417625e+01
1.495000000000000107e+00 -3.486830926083262483e+01 -3.433305012744263252e+01
1.500000000000000000e+00 -3.586236193712827713e+01 -3.563296516567544359e+01
1.504999999999999893e+00 -3.777400169923534179e+01 -3.723874256584536369e+01
1.510000000000000009e+00 -3.892098555649956637e+01 -3.999150382327951547e+01
1.514999999999999902e+00 -4.144435004248087751e+01 -4.029736618521664582e+01
1.520000000000000018e+00 -4.259133389974510919e+01 -4.496176720475784805e+01
1.524999999999999911e+00 -4.350892098555649312e+01 -4.389124893797789184e+01
1.530000000000000027e+00 -4.549702633814782615e+01 -4.511469838572641322e+01
1.534999999999999920e+00 -4.756159728122344177e+01 -4.694987255734918108e+01
1.540000000000000036e+00 -4.886151231945623152e+01 -4.855564995751910828e+01
1.544999999999999929e+00 -5.046728971962615873e+01 -5.008496176720475290e+01
1.550000000000000044e+00 -5.184367034834323817e+01 -5.146134239592182524e+01
1.554999999999999938e+00 -5.184367034834323817e+01 -5.176720475785895559e+01
1.560000000000000053e+00 -5.444350042480881768e+01 -5.398470688190312927e+01
1.564999999999999947e+00 -5.497875955819880289e+01 -5.474936278674594803e+01
1.570000000000000062e+00 -5.757858963466439661e+01 -5.704333050127441140e+01
1.574999999999999956e+00 -5.849617672047578054e+01 -5.819031435853865020e+01
1.580000000000000071e+00 -5.956669498725572254e+01 -5.918436703483431671e+01
1.584999999999999964e+00 -6.147833474936278719e+01 -6.109600679694137426e+01
1.590000000000000080e+00 -6.285471537807985243e+01 -6.247238742565845371e+01
1.594999999999999973e+00 -6.423109600679693187e+01 -6.346644010195410601e+01
1.600000000000000089e+00 -6.446049277824977253e+01 -6.407816482582836670e+01
1.604999999999999982e+00 -6.637213254035683008e+01 -6.576040781648256939e+01
1.610000000000000098e+00 -6.667799490229396042e+01 -6.621920135938826490e+01
1.614999999999999991e+00 -6.790144435004246759e+01 -6.790144435004246759e+01
1.620000000000000107e+00 -6.950722175021239480e+01 -6.950722175021239480e+01
1.625000000000000000e+00 -7.011894647408664127e+01 -6.981308411214952514e+01
1.629999999999999893e+00 -7.088360237892946714e+01 -7.042480883602378583e+01
1.635000000000000009e+00 -7.172472387425658269e+01 -7.088360237892946714e+01
1.639999999999999902e+00 -7.340696686491078538e+01 -7.271877655055223499e+01
1.645000000000000018e+00 -7.355989804587933634e+01 -7.325403568394220599e+01
1.649999999999999911e+00 -7.424808836023787251e+01 -7.394222599830075637e+01
1.655000000000000027e+00 -7.493627867459642289e+01 -7.424808836023787251e+01
1.659999999999999920e+00 -7.631265930331349523e+01 -7.554800339847066937e+01
1.665000000000000036e+00 -7.631265930331349523e+01 -7.585386576040779971e+01
1.669999999999999929e+00 -7.677145284621920496e+01 -7.646559048428206040e+01
1.675000000000000044e+00 -7.730671197960916174e+01 -7.700084961767204561e+01
1.679999999999999938e+00 -7.853016142735768312e+01 -7.776550552251485726e+01
1.685000000000000053e+00 -7.898895497026337864e+01 -7.845369583687337922e+01
1.689999999999999947e+00 -7.952421410365336385e+01 -7.921835174171623351e+01
1.695000000000000062e+00 -7.998300764655903095e+01 -7.944774851316905995e+01
1.699999999999999956e+00 -8.220050977060321884e+01 -7.983007646559046577e+01
1.705000000000000071e+00 -8.112999150382327684e+01 -8.028887000849616129e+01
1.709999999999999964e+00 -8.097706032285469746e+01 -8.044180118946472646e+01
1.715000000000000080e+00 -8.174171622769752332e+01 -8.074766355140184260e+01
1.719999999999999973e+00 -8.128292268479184202e+01 -7.983007646559046577e+01
1.725000000000000089e+00 -8.220050977060321884e+01 -8.181818181818179880e+01
1.729999999999999982e+00 -8.220050977060321884e+01 -8.189464740866610271e+01
1.735000000000000098e+00 -8.189464740866610271e+01 -8.181818181818179880e+01
1.739999999999999991e+00 -8.227697536108749432e+01 -8.220050977060321884e+01
1.745000000000000107e+00 -8.250637213254034918e+01 -8.158878504672897236e+01
1.750000000000000000e+00 -8.250637213254034918e+01 -8.281223449447747953e+01
1.754999999999999893e+00 -8.258283772302462467e+01 -8.235344095157178401e+01
1.760000000000000009e+00 -8.258283772302462467e+01 -8.158878504672897236e+01
1.764999999999999902e+00 -8.311809685641460987e+01 -8.212404418011892915e+01
1.770000000000000018e+00 -8.242990654205605949e+01 -8.212404418011892915e+01
1.774999999999999911e+00 -8.235344095157178401e+01 -8.204757858963465367e+01
1.780000000000000027e+00 -8.112999150382327684e+01 -8.212404418011892915e+01
1.784999999999999920e+00 -8.296516567544604470e+01 -8.181818181818179880e+01
1.790000000000000036e+00 -8.220050977060321884e+01 -8.158878504672897236e+01
1.794999999999999929e+00 -8.212404418011892915e+01 -8.158878504672897236e+01
1.800000000000000044e+00 -8.220050977060321884e+01 -8.258283772302462467e+01
1.804999999999999938e+00 -8.143585386576039298e+01 -8.288870008496175501e+01
1.810000000000000053e+00 -8.028887000849616129e+01 -8.028887000849616129e+01
1.814999999999999947e+00 -8.028887000849616129e+01 -8.028887000849616129e+01
1.820000000000000062e+00 -8.028887000849616129e+01 -7.883602378929481347e+01
1.824999999999999956e+00 -7.929481733220050899e+01 -7.998300764655903095e+01
1.830000000000000071e+00 -7.891248937977908895e+01 -7.906542056074765412e+01
1.834999999999999964e+00 -7.853016142735768312e+01 -7.784197111299913274e+01
1.840000000000000080e+00 -7.738317757009345144e+01 -7.677145284621920496e+01
1.844999999999999973e+00 -7.707731520815632109e+01 -7.638912489379778492e+01
1.850000000000000089e+00 -7.646559048428206040e+01 -7.600679694137637910e+01
1.854999999999999982e+00 -7.600679694137637910e+01 -7.562446898895495906e+01
1.860000000000000098e+00 -7.547153780798639389e+01 -7.478334749362784351e+01
1.864999999999999991e+00 -7.378929481733219120e+01 -7.371282922684790151e+01
1.870000000000000107e+00 -7.310110450297365503e+01 -7.310110450297365503e+01
